Num,AE,FE,Megye,OEVK,Settlement,Station
1,1001,845,BUDAPEST,1,Budapest I. kerület,1
2,976,796,BUDAPEST,1,Budapest I. kerület,2
3,1030,677,BUDAPEST,1,Budapest I. kerület,3
4,946,722,BUDAPEST,1,Budapest I. kerület,4
5,917,740,BUDAPEST,1,Budapest I. kerület,5
6,1007,822,BUDAPEST,1,Budapest I. kerület,6
7,917,727,BUDAPEST,1,Budapest I. kerület,7
8,886,711,BUDAPEST,1,Budapest I. kerület,8
9,1030,822,BUDAPEST,1,Budapest I. kerület,9
10,934,761,BUDAPEST,1,Budapest I. kerület,10
11,979,802,BUDAPEST,1,Budapest I. kerület,11
12,1026,815,BUDAPEST,1,Budapest I. kerület,12
13,1074,857,BUDAPEST,1,Budapest I. kerület,13
14,987,799,BUDAPEST,1,Budapest I. kerület,14
15,964,764,BUDAPEST,1,Budapest I. kerület,15
16,910,756,BUDAPEST,1,Budapest I. kerület,16
17,1036,827,BUDAPEST,1,Budapest I. kerület,17
18,1023,818,BUDAPEST,1,Budapest I. kerület,18
19,981,786,BUDAPEST,1,Budapest I. kerület,19
20,937,747,BUDAPEST,1,Budapest I. kerület,20
21,869,642,BUDAPEST,1,Budapest V. kerület,1
22,770,554,BUDAPEST,1,Budapest V. kerület,2
23,717,542,BUDAPEST,1,Budapest V. kerület,3
24,885,702,BUDAPEST,1,Budapest V. kerület,4
25,922,676,BUDAPEST,1,Budapest V. kerület,5
26,782,585,BUDAPEST,1,Budapest V. kerület,6
27,847,618,BUDAPEST,1,Budapest V. kerület,7
28,887,680,BUDAPEST,1,Budapest V. kerület,9
29,524,377,BUDAPEST,1,Budapest V. kerület,10
30,682,430,BUDAPEST,1,Budapest V. kerület,11
31,956,712,BUDAPEST,1,Budapest V. kerület,12
32,898,668,BUDAPEST,1,Budapest V. kerület,13
33,958,712,BUDAPEST,1,Budapest V. kerület,14
34,869,651,BUDAPEST,1,Budapest V. kerület,15
35,820,611,BUDAPEST,1,Budapest V. kerület,16
36,792,606,BUDAPEST,1,Budapest V. kerület,17
37,836,641,BUDAPEST,1,Budapest V. kerület,18
38,853,673,BUDAPEST,1,Budapest V. kerület,19
39,946,722,BUDAPEST,1,Budapest V. kerület,20
40,951,714,BUDAPEST,1,Budapest V. kerület,21
41,770,559,BUDAPEST,1,Budapest VIII. kerület,1
42,747,541,BUDAPEST,1,Budapest VIII. kerület,2
43,713,536,BUDAPEST,1,Budapest VIII. kerület,3
44,652,476,BUDAPEST,1,Budapest VIII. kerület,4
45,772,551,BUDAPEST,1,Budapest VIII. kerület,5
46,654,482,BUDAPEST,1,Budapest VIII. kerület,6
47,889,668,BUDAPEST,1,Budapest VIII. kerület,9
48,756,571,BUDAPEST,1,Budapest VIII. kerület,10
49,1043,751,BUDAPEST,1,Budapest VIII. kerület,11
50,579,425,BUDAPEST,1,Budapest IX. kerület,1
51,645,469,BUDAPEST,1,Budapest IX. kerület,2
52,610,461,BUDAPEST,1,Budapest IX. kerület,3
53,714,523,BUDAPEST,1,Budapest IX. kerület,4
54,587,415,BUDAPEST,1,Budapest IX. kerület,5
55,824,600,BUDAPEST,1,Budapest IX. kerület,6
56,599,425,BUDAPEST,1,Budapest IX. kerület,7
57,604,432,BUDAPEST,1,Budapest IX. kerület,8
58,834,481,BUDAPEST,1,Budapest IX. kerület,9
59,647,494,BUDAPEST,1,Budapest IX. kerület,10
60,742,569,BUDAPEST,1,Budapest IX. kerület,11
61,686,506,BUDAPEST,1,Budapest IX. kerület,12
62,786,596,BUDAPEST,1,Budapest IX. kerület,13
63,895,680,BUDAPEST,1,Budapest IX. kerület,14
64,660,505,BUDAPEST,1,Budapest IX. kerület,15
65,587,385,BUDAPEST,1,Budapest IX. kerület,16
66,950,753,BUDAPEST,1,Budapest IX. kerület,17
67,773,562,BUDAPEST,1,Budapest IX. kerület,18
68,711,531,BUDAPEST,1,Budapest IX. kerület,28
69,924,635,BUDAPEST,1,Budapest IX. kerület,29
70,922,651,BUDAPEST,1,Budapest IX. kerület,30
71,743,605,BUDAPEST,2,Budapest XI. kerület,1
72,850,701,BUDAPEST,2,Budapest XI. kerület,2
73,734,619,BUDAPEST,2,Budapest XI. kerület,3
74,812,650,BUDAPEST,2,Budapest XI. kerület,4
75,819,673,BUDAPEST,2,Budapest XI. kerület,5
76,859,686,BUDAPEST,2,Budapest XI. kerület,6
77,786,604,BUDAPEST,2,Budapest XI. kerület,7
78,681,559,BUDAPEST,2,Budapest XI. kerület,8
79,753,567,BUDAPEST,2,Budapest XI. kerület,9
80,747,585,BUDAPEST,2,Budapest XI. kerület,10
81,869,696,BUDAPEST,2,Budapest XI. kerület,11
82,872,690,BUDAPEST,2,Budapest XI. kerület,12
83,754,597,BUDAPEST,2,Budapest XI. kerület,13
84,724,542,BUDAPEST,2,Budapest XI. kerület,14
85,671,540,BUDAPEST,2,Budapest XI. kerület,15
86,770,602,BUDAPEST,2,Budapest XI. kerület,16
87,791,618,BUDAPEST,2,Budapest XI. kerület,17
88,766,611,BUDAPEST,2,Budapest XI. kerület,18
89,900,691,BUDAPEST,2,Budapest XI. kerület,19
90,791,594,BUDAPEST,2,Budapest XI. kerület,20
91,783,626,BUDAPEST,2,Budapest XI. kerület,21
92,840,667,BUDAPEST,2,Budapest XI. kerület,22
93,667,553,BUDAPEST,2,Budapest XI. kerület,23
94,841,693,BUDAPEST,2,Budapest XI. kerület,24
95,785,629,BUDAPEST,2,Budapest XI. kerület,25
96,794,640,BUDAPEST,2,Budapest XI. kerület,26
97,891,724,BUDAPEST,2,Budapest XI. kerület,27
98,798,633,BUDAPEST,2,Budapest XI. kerület,28
99,828,638,BUDAPEST,2,Budapest XI. kerület,29
100,855,650,BUDAPEST,2,Budapest XI. kerület,30
101,846,652,BUDAPEST,2,Budapest XI. kerület,31
102,790,638,BUDAPEST,2,Budapest XI. kerület,32
103,841,653,BUDAPEST,2,Budapest XI. kerület,33
104,625,490,BUDAPEST,2,Budapest XI. kerület,34
105,839,566,BUDAPEST,2,Budapest XI. kerület,35
106,1025,773,BUDAPEST,2,Budapest XI. kerület,36
107,838,663,BUDAPEST,2,Budapest XI. kerület,37
108,764,649,BUDAPEST,2,Budapest XI. kerület,38
109,903,758,BUDAPEST,2,Budapest XI. kerület,39
110,861,714,BUDAPEST,2,Budapest XI. kerület,40
111,772,641,BUDAPEST,2,Budapest XI. kerület,41
112,936,809,BUDAPEST,2,Budapest XI. kerület,42
113,963,829,BUDAPEST,2,Budapest XI. kerület,43
114,865,752,BUDAPEST,2,Budapest XI. kerület,44
115,832,719,BUDAPEST,2,Budapest XI. kerület,45
116,886,773,BUDAPEST,2,Budapest XI. kerület,46
117,1076,959,BUDAPEST,2,Budapest XI. kerület,47
118,933,822,BUDAPEST,2,Budapest XI. kerület,48
119,994,841,BUDAPEST,2,Budapest XI. kerület,49
120,880,684,BUDAPEST,2,Budapest XI. kerület,50
121,903,703,BUDAPEST,2,Budapest XI. kerület,51
122,755,634,BUDAPEST,2,Budapest XI. kerület,52
123,826,693,BUDAPEST,2,Budapest XI. kerület,53
124,807,663,BUDAPEST,2,Budapest XI. kerület,54
125,896,739,BUDAPEST,2,Budapest XI. kerület,55
126,837,709,BUDAPEST,2,Budapest XI. kerület,56
127,782,650,BUDAPEST,2,Budapest XI. kerület,57
128,722,571,BUDAPEST,2,Budapest XI. kerület,58
129,1307,1066,BUDAPEST,2,Budapest XI. kerület,59
130,989,778,BUDAPEST,2,Budapest XI. kerület,60
131,1096,952,BUDAPEST,2,Budapest XI. kerület,61
132,865,721,BUDAPEST,2,Budapest XI. kerület,62
133,707,593,BUDAPEST,2,Budapest XI. kerület,63
134,957,787,BUDAPEST,2,Budapest XI. kerület,64
135,767,589,BUDAPEST,2,Budapest XI. kerület,66
136,910,715,BUDAPEST,2,Budapest XI. kerület,67
137,809,596,BUDAPEST,2,Budapest XI. kerület,68
138,900,669,BUDAPEST,2,Budapest XI. kerület,69
139,750,508,BUDAPEST,2,Budapest XI. kerület,70
140,825,628,BUDAPEST,2,Budapest XI. kerület,71
141,953,801,BUDAPEST,2,Budapest XI. kerület,72
142,760,518,BUDAPEST,2,Budapest XI. kerület,73
143,694,532,BUDAPEST,2,Budapest XI. kerület,74
144,730,550,BUDAPEST,2,Budapest XI. kerület,75
145,787,630,BUDAPEST,2,Budapest XI. kerület,76
146,789,624,BUDAPEST,2,Budapest XI. kerület,77
147,716,549,BUDAPEST,2,Budapest XI. kerület,78
148,727,555,BUDAPEST,2,Budapest XI. kerület,79
149,665,517,BUDAPEST,2,Budapest XI. kerület,80
150,815,661,BUDAPEST,3,Budapest II. kerület,50
151,772,650,BUDAPEST,3,Budapest II. kerület,51
152,680,543,BUDAPEST,3,Budapest II. kerület,52
153,710,602,BUDAPEST,3,Budapest II. kerület,53
154,1075,852,BUDAPEST,3,Budapest II. kerület,54
155,908,728,BUDAPEST,3,Budapest II. kerület,55
156,798,637,BUDAPEST,3,Budapest II. kerület,56
157,715,607,BUDAPEST,3,Budapest II. kerület,57
158,929,718,BUDAPEST,3,Budapest II. kerület,58
159,788,651,BUDAPEST,3,Budapest II. kerület,59
160,789,626,BUDAPEST,3,Budapest II. kerület,60
161,894,747,BUDAPEST,3,Budapest II. kerület,61
162,663,519,BUDAPEST,3,Budapest II. kerület,62
163,807,655,BUDAPEST,3,Budapest II. kerület,63
164,878,697,BUDAPEST,3,Budapest II. kerület,64
165,905,694,BUDAPEST,3,Budapest II. kerület,65
166,1002,785,BUDAPEST,3,Budapest II. kerület,66
167,860,627,BUDAPEST,3,Budapest II. kerület,67
168,878,686,BUDAPEST,3,Budapest II. kerület,68
169,945,709,BUDAPEST,3,Budapest II. kerület,69
170,844,672,BUDAPEST,3,Budapest II. kerület,70
171,853,704,BUDAPEST,3,Budapest II. kerület,71
172,962,760,BUDAPEST,3,Budapest II. kerület,72
173,969,771,BUDAPEST,3,Budapest II. kerület,73
174,801,598,BUDAPEST,3,Budapest II. kerület,74
175,690,567,BUDAPEST,3,Budapest XII. kerület,1
176,668,520,BUDAPEST,3,Budapest XII. kerület,2
177,508,376,BUDAPEST,3,Budapest XII. kerület,3
178,742,601,BUDAPEST,3,Budapest XII. kerület,4
179,625,469,BUDAPEST,3,Budapest XII. kerület,5
180,770,612,BUDAPEST,3,Budapest XII. kerület,7
181,839,682,BUDAPEST,3,Budapest XII. kerület,8
182,862,724,BUDAPEST,3,Budapest XII. kerület,9
183,950,791,BUDAPEST,3,Budapest XII. kerület,10
184,796,656,BUDAPEST,3,Budapest XII. kerület,11
185,906,749,BUDAPEST,3,Budapest XII. kerület,12
186,607,515,BUDAPEST,3,Budapest XII. kerület,13
187,640,494,BUDAPEST,3,Budapest XII. kerület,14
188,699,580,BUDAPEST,3,Budapest XII. kerület,15
189,664,557,BUDAPEST,3,Budapest XII. kerület,16
190,919,696,BUDAPEST,3,Budapest XII. kerület,17
191,866,703,BUDAPEST,3,Budapest XII. kerület,18
192,798,660,BUDAPEST,3,Budapest XII. kerület,19
193,739,612,BUDAPEST,3,Budapest XII. kerület,20
194,740,583,BUDAPEST,3,Budapest XII. kerület,21
195,499,426,BUDAPEST,3,Budapest XII. kerület,22
196,683,504,BUDAPEST,3,Budapest XII. kerület,23
197,589,484,BUDAPEST,3,Budapest XII. kerület,24
198,765,634,BUDAPEST,3,Budapest XII. kerület,25
199,682,581,BUDAPEST,3,Budapest XII. kerület,26
200,692,594,BUDAPEST,3,Budapest XII. kerület,27
201,982,772,BUDAPEST,3,Budapest XII. kerület,28
202,693,575,BUDAPEST,3,Budapest XII. kerület,29
203,901,762,BUDAPEST,3,Budapest XII. kerület,30
204,710,557,BUDAPEST,3,Budapest XII. kerület,31
205,816,688,BUDAPEST,3,Budapest XII. kerület,32
206,930,717,BUDAPEST,3,Budapest XII. kerület,33
207,834,702,BUDAPEST,3,Budapest XII. kerület,34
208,864,733,BUDAPEST,3,Budapest XII. kerület,35
209,699,599,BUDAPEST,3,Budapest XII. kerület,36
210,714,605,BUDAPEST,3,Budapest XII. kerület,37
211,915,776,BUDAPEST,3,Budapest XII. kerület,38
212,939,779,BUDAPEST,3,Budapest XII. kerület,39
213,743,645,BUDAPEST,3,Budapest XII. kerület,40
214,583,462,BUDAPEST,3,Budapest XII. kerület,41
215,840,718,BUDAPEST,3,Budapest XII. kerület,42
216,882,723,BUDAPEST,3,Budapest XII. kerület,43
217,971,792,BUDAPEST,3,Budapest XII. kerület,44
218,609,484,BUDAPEST,3,Budapest XII. kerület,45
219,944,760,BUDAPEST,3,Budapest XII. kerület,46
220,997,824,BUDAPEST,3,Budapest XII. kerület,47
221,858,657,BUDAPEST,3,Budapest XII. kerület,48
222,828,680,BUDAPEST,3,Budapest XII. kerület,49
223,753,624,BUDAPEST,3,Budapest XII. kerület,50
224,579,471,BUDAPEST,3,Budapest XII. kerület,51
225,915,755,BUDAPEST,3,Budapest XII. kerület,52
226,877,708,BUDAPEST,3,Budapest XII. kerület,53
227,715,560,BUDAPEST,3,Budapest XII. kerület,54
228,725,596,BUDAPEST,3,Budapest XII. kerület,55
229,1072,845,BUDAPEST,4,Budapest II. kerület,1
230,932,725,BUDAPEST,4,Budapest II. kerület,2
231,660,510,BUDAPEST,4,Budapest II. kerület,3
232,1008,782,BUDAPEST,4,Budapest II. kerület,4
233,1070,858,BUDAPEST,4,Budapest II. kerület,5
234,899,744,BUDAPEST,4,Budapest II. kerület,6
235,811,688,BUDAPEST,4,Budapest II. kerület,7
236,908,748,BUDAPEST,4,Budapest II. kerület,8
237,837,685,BUDAPEST,4,Budapest II. kerület,9
238,896,525,BUDAPEST,4,Budapest II. kerület,11
239,998,850,BUDAPEST,4,Budapest II. kerület,12
240,670,542,BUDAPEST,4,Budapest II. kerület,13
241,862,686,BUDAPEST,4,Budapest II. kerület,14
242,774,655,BUDAPEST,4,Budapest II. kerület,15
243,886,736,BUDAPEST,4,Budapest II. kerület,16
244,835,701,BUDAPEST,4,Budapest II. kerület,17
245,764,641,BUDAPEST,4,Budapest II. kerület,18
246,834,694,BUDAPEST,4,Budapest II. kerület,19
247,819,678,BUDAPEST,4,Budapest II. kerület,20
248,865,678,BUDAPEST,4,Budapest II. kerület,21
249,835,706,BUDAPEST,4,Budapest II. kerület,22
250,882,749,BUDAPEST,4,Budapest II. kerület,23
251,963,775,BUDAPEST,4,Budapest II. kerület,24
252,820,679,BUDAPEST,4,Budapest II. kerület,25
253,865,762,BUDAPEST,4,Budapest II. kerület,26
254,759,612,BUDAPEST,4,Budapest II. kerület,27
255,706,588,BUDAPEST,4,Budapest II. kerület,28
256,509,404,BUDAPEST,4,Budapest II. kerület,29
257,606,486,BUDAPEST,4,Budapest II. kerület,30
258,1151,921,BUDAPEST,4,Budapest II. kerület,31
259,948,783,BUDAPEST,4,Budapest II. kerület,32
260,834,715,BUDAPEST,4,Budapest II. kerület,33
261,750,569,BUDAPEST,4,Budapest II. kerület,34
262,877,727,BUDAPEST,4,Budapest II. kerület,35
263,869,732,BUDAPEST,4,Budapest II. kerület,36
264,864,720,BUDAPEST,4,Budapest II. kerület,37
265,986,824,BUDAPEST,4,Budapest II. kerület,38
266,836,707,BUDAPEST,4,Budapest II. kerület,39
267,844,686,BUDAPEST,4,Budapest II. kerület,40
268,794,644,BUDAPEST,4,Budapest II. kerület,41
269,760,618,BUDAPEST,4,Budapest II. kerület,42
270,777,649,BUDAPEST,4,Budapest II. kerület,43
271,910,791,BUDAPEST,4,Budapest II. kerület,44
272,861,693,BUDAPEST,4,Budapest II. kerület,45
273,906,775,BUDAPEST,4,Budapest II. kerület,46
274,888,747,BUDAPEST,4,Budapest II. kerület,47
275,926,772,BUDAPEST,4,Budapest II. kerület,48
276,885,713,BUDAPEST,4,Budapest II. kerület,49
277,919,741,BUDAPEST,4,Budapest III. kerület,1
278,871,683,BUDAPEST,4,Budapest III. kerület,2
279,956,749,BUDAPEST,4,Budapest III. kerület,3
280,958,759,BUDAPEST,4,Budapest III. kerület,4
281,853,623,BUDAPEST,4,Budapest III. kerület,5
282,975,770,BUDAPEST,4,Budapest III. kerület,6
283,916,721,BUDAPEST,4,Budapest III. kerület,7
284,788,582,BUDAPEST,4,Budapest III. kerület,8
285,830,652,BUDAPEST,4,Budapest III. kerület,9
286,843,686,BUDAPEST,4,Budapest III. kerület,10
287,989,779,BUDAPEST,4,Budapest III. kerület,11
288,938,774,BUDAPEST,4,Budapest III. kerület,12
289,905,752,BUDAPEST,4,Budapest III. kerület,13
290,857,704,BUDAPEST,4,Budapest III. kerület,14
291,747,619,BUDAPEST,4,Budapest III. kerület,15
292,796,672,BUDAPEST,4,Budapest III. kerület,16
293,826,698,BUDAPEST,4,Budapest III. kerület,17
294,916,745,BUDAPEST,4,Budapest III. kerület,18
295,1033,857,BUDAPEST,4,Budapest III. kerület,19
296,1013,786,BUDAPEST,4,Budapest III. kerület,20
297,784,609,BUDAPEST,4,Budapest III. kerület,21
298,1022,808,BUDAPEST,4,Budapest III. kerület,22
299,829,715,BUDAPEST,4,Budapest III. kerület,23
300,793,663,BUDAPEST,4,Budapest III. kerület,24
301,776,566,BUDAPEST,4,Budapest III. kerület,25
302,778,613,BUDAPEST,4,Budapest III. kerület,26
303,843,701,BUDAPEST,4,Budapest III. kerület,27
304,867,690,BUDAPEST,4,Budapest III. kerület,28
305,865,677,BUDAPEST,4,Budapest III. kerület,29
306,909,741,BUDAPEST,4,Budapest III. kerület,30
307,818,574,BUDAPEST,5,Budapest VI. kerület,1
308,669,450,BUDAPEST,5,Budapest VI. kerület,2
309,737,510,BUDAPEST,5,Budapest VI. kerület,3
310,782,544,BUDAPEST,5,Budapest VI. kerület,4
311,831,567,BUDAPEST,5,Budapest VI. kerület,5
312,704,463,BUDAPEST,5,Budapest VI. kerület,6
313,755,498,BUDAPEST,5,Budapest VI. kerület,7
314,672,457,BUDAPEST,5,Budapest VI. kerület,8
315,729,475,BUDAPEST,5,Budapest VI. kerület,9
316,717,503,BUDAPEST,5,Budapest VI. kerület,10
317,747,539,BUDAPEST,5,Budapest VI. kerület,11
318,842,588,BUDAPEST,5,Budapest VI. kerület,12
319,849,558,BUDAPEST,5,Budapest VI. kerület,13
320,902,611,BUDAPEST,5,Budapest VI. kerület,14
321,919,654,BUDAPEST,5,Budapest VI. kerület,15
322,932,627,BUDAPEST,5,Budapest VI. kerület,16
323,932,614,BUDAPEST,5,Budapest VI. kerület,17
324,977,664,BUDAPEST,5,Budapest VI. kerület,18
325,1018,697,BUDAPEST,5,Budapest VI. kerület,19
326,790,560,BUDAPEST,5,Budapest VI. kerület,20
327,924,698,BUDAPEST,5,Budapest VI. kerület,21
328,874,590,BUDAPEST,5,Budapest VI. kerület,22
329,969,700,BUDAPEST,5,Budapest VI. kerület,23
330,903,649,BUDAPEST,5,Budapest VI. kerület,24
331,662,494,BUDAPEST,5,Budapest VI. kerület,25
332,762,450,BUDAPEST,5,Budapest VI. kerület,26
333,928,672,BUDAPEST,5,Budapest VI. kerület,27
334,790,580,BUDAPEST,5,Budapest VI. kerület,28
335,938,705,BUDAPEST,5,Budapest VI. kerület,29
336,768,579,BUDAPEST,5,Budapest VI. kerület,30
337,711,489,BUDAPEST,5,Budapest VII. kerület,1
338,696,404,BUDAPEST,5,Budapest VII. kerület,2
339,848,496,BUDAPEST,5,Budapest VII. kerület,3
340,713,443,BUDAPEST,5,Budapest VII. kerület,4
341,993,674,BUDAPEST,5,Budapest VII. kerület,5
342,970,682,BUDAPEST,5,Budapest VII. kerület,6
343,964,621,BUDAPEST,5,Budapest VII. kerület,7
344,881,592,BUDAPEST,5,Budapest VII. kerület,8
345,754,464,BUDAPEST,5,Budapest VII. kerület,9
346,811,346,BUDAPEST,5,Budapest VII. kerület,10
347,1008,659,BUDAPEST,5,Budapest VII. kerület,12
348,930,616,BUDAPEST,5,Budapest VII. kerület,13
349,1121,816,BUDAPEST,5,Budapest VII. kerület,14
350,921,610,BUDAPEST,5,Budapest VII. kerület,15
351,1099,775,BUDAPEST,5,Budapest VII. kerület,16
352,1023,729,BUDAPEST,5,Budapest VII. kerület,17
353,961,683,BUDAPEST,5,Budapest VII. kerület,18
354,956,662,BUDAPEST,5,Budapest VII. kerület,19
355,962,688,BUDAPEST,5,Budapest VII. kerület,20
356,978,700,BUDAPEST,5,Budapest VII. kerület,21
357,931,679,BUDAPEST,5,Budapest VII. kerület,22
358,1013,688,BUDAPEST,5,Budapest VII. kerület,23
359,1115,822,BUDAPEST,5,Budapest VII. kerület,24
360,1163,881,BUDAPEST,5,Budapest VII. kerület,25
361,1046,703,BUDAPEST,5,Budapest VII. kerület,26
362,1014,735,BUDAPEST,5,Budapest VII. kerület,27
363,1003,723,BUDAPEST,5,Budapest VII. kerület,28
364,1052,712,BUDAPEST,5,Budapest VII. kerület,29
365,1062,672,BUDAPEST,5,Budapest VII. kerület,30
366,1078,707,BUDAPEST,5,Budapest VII. kerület,31
367,1128,693,BUDAPEST,5,Budapest VII. kerület,32
368,1157,808,BUDAPEST,5,Budapest VII. kerület,33
369,1079,704,BUDAPEST,5,Budapest VII. kerület,34
370,1111,782,BUDAPEST,5,Budapest VII. kerület,35
371,885,549,BUDAPEST,5,Budapest VII. kerület,36
372,948,614,BUDAPEST,5,Budapest VII. kerület,37
373,988,637,BUDAPEST,5,Budapest VII. kerület,38
374,986,697,BUDAPEST,6,Budapest VIII. kerület,7
375,1322,426,BUDAPEST,6,Budapest VIII. kerület,8
376,724,439,BUDAPEST,6,Budapest VIII. kerület,12
377,1046,629,BUDAPEST,6,Budapest VIII. kerület,13
378,1091,749,BUDAPEST,6,Budapest VIII. kerület,14
379,938,553,BUDAPEST,6,Budapest VIII. kerület,15
380,1033,709,BUDAPEST,6,Budapest VIII. kerület,16
381,1014,726,BUDAPEST,6,Budapest VIII. kerület,17
382,773,544,BUDAPEST,6,Budapest VIII. kerület,18
383,874,557,BUDAPEST,6,Budapest VIII. kerület,19
384,1052,595,BUDAPEST,6,Budapest VIII. kerület,20
385,937,576,BUDAPEST,6,Budapest VIII. kerület,21
386,748,435,BUDAPEST,6,Budapest VIII. kerület,22
387,661,415,BUDAPEST,6,Budapest VIII. kerület,23
388,904,576,BUDAPEST,6,Budapest VIII. kerület,24
389,757,509,BUDAPEST,6,Budapest VIII. kerület,25
390,780,515,BUDAPEST,6,Budapest VIII. kerület,26
391,864,527,BUDAPEST,6,Budapest VIII. kerület,27
392,659,409,BUDAPEST,6,Budapest VIII. kerület,28
393,959,558,BUDAPEST,6,Budapest VIII. kerület,29
394,1021,527,BUDAPEST,6,Budapest VIII. kerület,30
395,1191,361,BUDAPEST,6,Budapest VIII. kerület,31
396,970,529,BUDAPEST,6,Budapest VIII. kerület,32
397,604,385,BUDAPEST,6,Budapest VIII. kerület,33
398,698,460,BUDAPEST,6,Budapest VIII. kerület,34
399,701,411,BUDAPEST,6,Budapest VIII. kerület,35
400,720,547,BUDAPEST,6,Budapest VIII. kerület,36
401,500,248,BUDAPEST,6,Budapest VIII. kerület,37
402,802,565,BUDAPEST,6,Budapest VIII. kerület,38
403,748,491,BUDAPEST,6,Budapest VIII. kerület,39
404,702,490,BUDAPEST,6,Budapest VIII. kerület,40
405,904,602,BUDAPEST,6,Budapest VIII. kerület,41
406,1245,682,BUDAPEST,6,Budapest VIII. kerület,42
407,1064,617,BUDAPEST,6,Budapest VIII. kerület,43
408,816,369,BUDAPEST,6,Budapest VIII. kerület,44
409,740,483,BUDAPEST,6,Budapest VIII. kerület,45
410,955,494,BUDAPEST,6,Budapest VIII. kerület,46
411,531,372,BUDAPEST,6,Budapest VIII. kerület,47
412,1017,516,BUDAPEST,6,Budapest VIII. kerület,48
413,1303,803,BUDAPEST,6,Budapest VIII. kerület,49
414,1105,532,BUDAPEST,6,Budapest VIII. kerület,50
415,777,354,BUDAPEST,6,Budapest VIII. kerület,51
416,1076,647,BUDAPEST,6,Budapest VIII. kerület,52
417,629,488,BUDAPEST,6,Budapest VIII. kerület,53
418,992,725,BUDAPEST,6,Budapest VIII. kerület,54
419,773,475,BUDAPEST,6,Budapest VIII. kerület,55
420,1013,727,BUDAPEST,6,Budapest VIII. kerület,56
421,605,446,BUDAPEST,6,Budapest VIII. kerület,57
422,644,531,BUDAPEST,6,Budapest VIII. kerület,58
423,540,375,BUDAPEST,6,Budapest VIII. kerület,59
424,905,594,BUDAPEST,6,Budapest IX. kerület,19
425,1044,635,BUDAPEST,6,Budapest IX. kerület,20
426,785,517,BUDAPEST,6,Budapest IX. kerület,21
427,796,574,BUDAPEST,6,Budapest IX. kerület,22
428,806,471,BUDAPEST,6,Budapest IX. kerület,23
429,594,397,BUDAPEST,6,Budapest IX. kerület,24
430,897,659,BUDAPEST,6,Budapest IX. kerület,25
431,742,527,BUDAPEST,6,Budapest IX. kerület,26
432,745,559,BUDAPEST,6,Budapest IX. kerület,27
433,742,493,BUDAPEST,6,Budapest IX. kerület,31
434,686,464,BUDAPEST,6,Budapest IX. kerület,32
435,841,593,BUDAPEST,6,Budapest IX. kerület,33
436,678,466,BUDAPEST,6,Budapest IX. kerület,34
437,752,588,BUDAPEST,6,Budapest IX. kerület,35
438,1081,758,BUDAPEST,6,Budapest IX. kerület,36
439,677,407,BUDAPEST,6,Budapest IX. kerület,37
440,800,413,BUDAPEST,6,Budapest IX. kerület,38
441,883,381,BUDAPEST,6,Budapest IX. kerület,39
442,686,277,BUDAPEST,6,Budapest IX. kerület,40
443,676,499,BUDAPEST,6,Budapest IX. kerület,41
444,674,521,BUDAPEST,6,Budapest IX. kerület,42
445,676,531,BUDAPEST,6,Budapest IX. kerület,43
446,595,441,BUDAPEST,6,Budapest IX. kerület,44
447,839,593,BUDAPEST,6,Budapest IX. kerület,45
448,763,557,BUDAPEST,6,Budapest IX. kerület,46
449,705,562,BUDAPEST,6,Budapest IX. kerület,47
450,660,515,BUDAPEST,6,Budapest IX. kerület,48
451,870,671,BUDAPEST,6,Budapest IX. kerület,49
452,819,625,BUDAPEST,6,Budapest IX. kerület,50
453,818,617,BUDAPEST,6,Budapest IX. kerület,51
454,798,597,BUDAPEST,6,Budapest IX. kerület,52
455,726,566,BUDAPEST,6,Budapest IX. kerület,53
456,1085,763,BUDAPEST,7,Budapest XIII. kerület,1
457,937,678,BUDAPEST,7,Budapest XIII. kerület,2
458,999,770,BUDAPEST,7,Budapest XIII. kerület,3
459,911,716,BUDAPEST,7,Budapest XIII. kerület,4
460,934,760,BUDAPEST,7,Budapest XIII. kerület,5
461,1164,888,BUDAPEST,7,Budapest XIII. kerület,6
462,1022,750,BUDAPEST,7,Budapest XIII. kerület,7
463,1068,803,BUDAPEST,7,Budapest XIII. kerület,8
464,1087,863,BUDAPEST,7,Budapest XIII. kerület,9
465,1017,801,BUDAPEST,7,Budapest XIII. kerület,10
466,758,622,BUDAPEST,7,Budapest XIII. kerület,11
467,940,711,BUDAPEST,7,Budapest XIII. kerület,12
468,981,739,BUDAPEST,7,Budapest XIII. kerület,13
469,1057,801,BUDAPEST,7,Budapest XIII. kerület,14
470,1039,829,BUDAPEST,7,Budapest XIII. kerület,15
471,843,680,BUDAPEST,7,Budapest XIII. kerület,16
472,1111,918,BUDAPEST,7,Budapest XIII. kerület,17
473,1041,820,BUDAPEST,7,Budapest XIII. kerület,18
474,1142,909,BUDAPEST,7,Budapest XIII. kerület,19
475,1193,860,BUDAPEST,7,Budapest XIII. kerület,20
476,1169,912,BUDAPEST,7,Budapest XIII. kerület,21
477,1226,904,BUDAPEST,7,Budapest XIII. kerület,22
478,1056,816,BUDAPEST,7,Budapest XIII. kerület,23
479,1183,867,BUDAPEST,7,Budapest XIII. kerület,24
480,771,588,BUDAPEST,7,Budapest XIII. kerület,25
481,1000,626,BUDAPEST,7,Budapest XIII. kerület,26
