Num,AE,FE,Megye,OEVK,Settlement,Station
4209,751,593,FEJÉR,2,Székesfehérvár,88
4210,1172,850,FEJÉR,2,Székesfehérvár,89
4211,1262,950,FEJÉR,2,Székesfehérvár,90
4212,457,285,FEJÉR,2,Székesfehérvár,91
4213,894,667,FEJÉR,2,Úrhida,1
4214,975,708,FEJÉR,2,Úrhida,2
4215,912,590,FEJÉR,2,Zámoly,1
4216,932,676,FEJÉR,2,Zámoly,2
4217,451,362,FEJÉR,3,Alcsútdoboz,1
4218,654,464,FEJÉR,3,Alcsútdoboz,2
4219,1145,783,FEJÉR,3,Baracska,1
4220,904,591,FEJÉR,3,Baracska,2
4221,139,93,FEJÉR,3,Baracska,3
4222,886,589,FEJÉR,3,Beloiannisz,1
4223,674,443,FEJÉR,3,Besnyő,1
4224,734,498,FEJÉR,3,Besnyő,2
4225,1129,892,FEJÉR,3,Bicske,1
4226,1162,727,FEJÉR,3,Bicske,2
4227,1128,818,FEJÉR,3,Bicske,3
4228,1066,776,FEJÉR,3,Bicske,4
4229,1034,783,FEJÉR,3,Bicske,5
4230,1105,835,FEJÉR,3,Bicske,6
4231,1145,875,FEJÉR,3,Bicske,7
4232,200,166,FEJÉR,3,Bodmér,1
4233,815,610,FEJÉR,3,Csabdi,1
4234,161,113,FEJÉR,3,Csabdi,2
4235,891,657,FEJÉR,3,Csákvár,1
4236,706,486,FEJÉR,3,Csákvár,2
4237,894,662,FEJÉR,3,Csákvár,3
4238,894,586,FEJÉR,3,Csákvár,4
4239,758,548,FEJÉR,3,Csákvár,5
4240,1037,751,FEJÉR,3,Etyek,1
4241,898,630,FEJÉR,3,Etyek,2
4242,1134,840,FEJÉR,3,Etyek,3
4243,117,70,FEJÉR,3,Etyek,4
4244,679,561,FEJÉR,3,Felcsút,1
4245,774,626,FEJÉR,3,Felcsút,2
4246,492,368,FEJÉR,3,Gánt,1
4247,1216,886,FEJÉR,3,Gárdony,1
4248,992,695,FEJÉR,3,Gárdony,2
4249,1243,951,FEJÉR,3,Gárdony,3
4250,1144,880,FEJÉR,3,Gárdony,4
4251,1019,736,FEJÉR,3,Gárdony,5
4252,1001,781,FEJÉR,3,Gárdony,6
4253,1380,1002,FEJÉR,3,Gárdony,7
4254,879,610,FEJÉR,3,Gárdony,8
4255,980,726,FEJÉR,3,Gyúró,1
4256,855,600,FEJÉR,3,Kajászó,1
4257,1002,749,FEJÉR,3,Kápolnásnyék,1
4258,806,601,FEJÉR,3,Kápolnásnyék,2
4259,327,250,FEJÉR,3,Kápolnásnyék,3
4260,882,634,FEJÉR,3,Kápolnásnyék,4
4261,702,514,FEJÉR,3,Lovasberény,1
4262,679,488,FEJÉR,3,Lovasberény,2
4263,749,523,FEJÉR,3,Lovasberény,3
4264,1020,711,FEJÉR,3,Martonvásár,1
4265,1121,818,FEJÉR,3,Martonvásár,2
4266,1086,823,FEJÉR,3,Martonvásár,3
4267,1163,880,FEJÉR,3,Martonvásár,4
4268,1065,797,FEJÉR,3,Mány,1
4269,795,462,FEJÉR,3,Mány,2
4270,449,379,FEJÉR,3,Nadap,1
4271,428,316,FEJÉR,3,Óbarok,1
4272,193,127,FEJÉR,3,Óbarok,2
4273,866,669,FEJÉR,3,Pákozd,1
4274,892,668,FEJÉR,3,Pákozd,2
4275,758,569,FEJÉR,3,Pákozd,3
4276,691,504,FEJÉR,3,Pátka,1
4277,674,454,FEJÉR,3,Pátka,2
4278,911,725,FEJÉR,3,Pázmánd,1
4279,776,594,FEJÉR,3,Pázmánd,2
4280,860,546,FEJÉR,3,Ráckeresztúr,1
4281,866,533,FEJÉR,3,Ráckeresztúr,2
4282,950,604,FEJÉR,3,Ráckeresztúr,3
4283,1242,1036,FEJÉR,3,Sukoró,1
4284,606,462,FEJÉR,3,Szár,1
4285,685,500,FEJÉR,3,Szár,2
4286,755,566,FEJÉR,3,Tabajd,1
4287,1408,1089,FEJÉR,3,Tordas,1
4288,336,239,FEJÉR,3,Újbarok,1
4289,714,505,FEJÉR,3,Vál,1
4290,710,514,FEJÉR,3,Vál,2
4291,559,444,FEJÉR,3,Vál,3
4292,1086,828,FEJÉR,3,Velence,1
4293,758,575,FEJÉR,3,Velence,2
4294,966,713,FEJÉR,3,Velence,3
4295,975,783,FEJÉR,3,Velence,4
4296,1007,760,FEJÉR,3,Velence,5
4297,632,433,FEJÉR,3,Vereb,1
4298,707,444,FEJÉR,3,Vértesacsa,1
4299,696,496,FEJÉR,3,Vértesacsa,2
4300,722,555,FEJÉR,3,Vértesboglár,1
4301,769,494,FEJÉR,3,Zichyújfalu,1
4302,985,659,FEJÉR,4,Adony,1
4303,1046,651,FEJÉR,4,Adony,2
4304,1008,722,FEJÉR,4,Adony,3
4305,988,661,FEJÉR,4,Dunaújváros,1
4306,890,623,FEJÉR,4,Dunaújváros,2
4307,481,350,FEJÉR,4,Dunaújváros,3
4308,756,535,FEJÉR,4,Dunaújváros,4
4309,934,412,FEJÉR,4,Dunaújváros,5
4310,561,424,FEJÉR,4,Dunaújváros,6
4311,622,482,FEJÉR,4,Dunaújváros,7
4312,539,384,FEJÉR,4,Dunaújváros,8
4313,718,494,FEJÉR,4,Dunaújváros,9
4314,921,633,FEJÉR,4,Dunaújváros,10
4315,688,455,FEJÉR,4,Dunaújváros,11
4316,786,555,FEJÉR,4,Dunaújváros,12
4317,778,565,FEJÉR,4,Dunaújváros,13
4318,849,608,FEJÉR,4,Dunaújváros,14
4319,768,542,FEJÉR,4,Dunaújváros,15
4320,716,536,FEJÉR,4,Dunaújváros,16
4321,494,343,FEJÉR,4,Dunaújváros,17
4322,808,561,FEJÉR,4,Dunaújváros,18
4323,697,520,FEJÉR,4,Dunaújváros,19
4324,690,485,FEJÉR,4,Dunaújváros,20
4325,858,624,FEJÉR,4,Dunaújváros,22
4326,784,555,FEJÉR,4,Dunaújváros,23
4327,837,582,FEJÉR,4,Dunaújváros,24
4328,770,537,FEJÉR,4,Dunaújváros,25
4329,738,509,FEJÉR,4,Dunaújváros,26
4330,657,430,FEJÉR,4,Dunaújváros,27
4331,643,461,FEJÉR,4,Dunaújváros,28
4332,652,454,FEJÉR,4,Dunaújváros,29
4333,814,562,FEJÉR,4,Dunaújváros,30
4334,571,394,FEJÉR,4,Dunaújváros,31
4335,794,536,FEJÉR,4,Dunaújváros,32
4336,807,547,FEJÉR,4,Dunaújváros,33
4337,589,400,FEJÉR,4,Dunaújváros,34
4338,802,526,FEJÉR,4,Dunaújváros,35
4339,966,672,FEJÉR,4,Dunaújváros,36
4340,974,709,FEJÉR,4,Dunaújváros,37
4341,1074,741,FEJÉR,4,Dunaújváros,38
4342,982,646,FEJÉR,4,Dunaújváros,39
4343,980,656,FEJÉR,4,Dunaújváros,40
4344,1044,730,FEJÉR,4,Dunaújváros,41
4345,996,723,FEJÉR,4,Dunaújváros,42
4346,1000,827,FEJÉR,4,Dunaújváros,43
4347,1025,809,FEJÉR,4,Dunaújváros,44
4348,1098,807,FEJÉR,4,Dunaújváros,45
4349,1178,952,FEJÉR,4,Dunaújváros,46
4350,434,296,FEJÉR,4,Dunaújváros,47
4351,1071,639,FEJÉR,4,Ercsi,1
4352,1029,724,FEJÉR,4,Ercsi,2
4353,1064,727,FEJÉR,4,Ercsi,3
4354,769,511,FEJÉR,4,Ercsi,4
4355,899,598,FEJÉR,4,Ercsi,5
4356,1053,570,FEJÉR,4,Ercsi,6
4357,219,146,FEJÉR,4,Ercsi,7
4358,287,177,FEJÉR,4,Ercsi,8
4359,1166,736,FEJÉR,4,Iváncsa,1
4360,1064,664,FEJÉR,4,Iváncsa,2
4361,1303,866,FEJÉR,4,Kulcs,1
4362,1158,815,FEJÉR,4,Kulcs,2
4363,761,560,FEJÉR,4,Nagyvenyim,1
4364,829,637,FEJÉR,4,Nagyvenyim,2
4365,827,657,FEJÉR,4,Nagyvenyim,3
4366,785,585,FEJÉR,4,Nagyvenyim,4
4367,104,57,FEJÉR,4,Nagyvenyim,5
4368,731,437,FEJÉR,4,Perkáta,1
4369,710,461,FEJÉR,4,Perkáta,2
4370,782,493,FEJÉR,4,Perkáta,3
4371,871,494,FEJÉR,4,Perkáta,4
4372,992,624,FEJÉR,4,Pusztaszabolcs,1
4373,728,470,FEJÉR,4,Pusztaszabolcs,2
4374,989,604,FEJÉR,4,Pusztaszabolcs,3
4375,972,590,FEJÉR,4,Pusztaszabolcs,4
4376,1113,697,FEJÉR,4,Pusztaszabolcs,5
4377,903,658,FEJÉR,4,Rácalmás,1
4378,931,645,FEJÉR,4,Rácalmás,2
4379,925,707,FEJÉR,4,Rácalmás,3
4380,936,754,FEJÉR,4,Rácalmás,4
4381,1064,590,FEJÉR,5,Aba,1
4382,1012,577,FEJÉR,5,Aba,2
4383,196,129,FEJÉR,5,Aba,3
4384,194,125,FEJÉR,5,Aba,4
4385,1159,767,FEJÉR,5,Aba,5
4386,839,521,FEJÉR,5,Alap,1
4387,662,394,FEJÉR,5,Alap,2
4388,482,303,FEJÉR,5,Alsószentiván,1
4389,712,484,FEJÉR,5,Baracs,1
4390,633,412,FEJÉR,5,Baracs,2
4391,797,595,FEJÉR,5,Baracs,3
4392,684,451,FEJÉR,5,Baracs,4
4393,734,523,FEJÉR,5,Cece,1
4394,626,399,FEJÉR,5,Cece,2
4395,698,445,FEJÉR,5,Cece,3
4396,798,521,FEJÉR,5,Csősz,1
4397,864,479,FEJÉR,5,Dég,1
4398,896,549,FEJÉR,5,Dég,2
4399,796,469,FEJÉR,5,Előszállás,1
4400,490,304,FEJÉR,5,Előszállás,2
4401,545,364,FEJÉR,5,Előszállás,3
4402,832,537,FEJÉR,5,Enying,1
4403,825,517,FEJÉR,5,Enying,2
4404,891,534,FEJÉR,5,Enying,3
4405,960,591,FEJÉR,5,Enying,4
4406,849,494,FEJÉR,5,Enying,5
4407,561,358,FEJÉR,5,Enying,6
4408,308,171,FEJÉR,5,Enying,7
4409,148,102,FEJÉR,5,Enying,8
4410,739,467,FEJÉR,5,Hantos,1
4411,314,203,FEJÉR,5,Igar,1
4412,212,111,FEJÉR,5,Igar,2
4413,242,131,FEJÉR,5,Igar,3
4414,964,613,FEJÉR,5,Káloz,1
4415,915,547,FEJÉR,5,Káloz,2
4416,570,424,FEJÉR,5,Kisapostag,1
4417,598,456,FEJÉR,5,Kisapostag,2
4418,890,427,FEJÉR,5,Kisláng,1
4419,1068,594,FEJÉR,5,Kisláng,2
4420,381,233,FEJÉR,5,Lajoskomárom,1
4421,39,30,FEJÉR,5,Lajoskomárom,2
4422,682,475,FEJÉR,5,Lajoskomárom,3
4423,669,429,FEJÉR,5,Lajoskomárom,4
4424,858,533,FEJÉR,5,Lepsény,1
4425,857,552,FEJÉR,5,Lepsény,2
4426,759,514,FEJÉR,5,Lepsény,3
4427,572,344,FEJÉR,5,Mátyásdomb,1
4428,1019,676,FEJÉR,5,Mezőfalva,1
4429,958,584,FEJÉR,5,Mezőfalva,2
4430,939,611,FEJÉR,5,Mezőfalva,3
4431,840,405,FEJÉR,5,Mezőfalva,4
4432,755,474,FEJÉR,5,Mezőkomárom,1
4433,463,260,FEJÉR,5,Mezőszentgyörgy,1
4434,547,279,FEJÉR,5,Mezőszentgyörgy,2
4435,720,376,FEJÉR,5,Mezőszilas,1
4436,952,544,FEJÉR,5,Mezőszilas,2
4437,474,308,FEJÉR,5,Nagykarácsony,1
4438,507,336,FEJÉR,5,Nagykarácsony,2
4439,148,94,FEJÉR,5,Nagykarácsony,3
4440,885,515,FEJÉR,5,Nagylók,1
4441,695,430,FEJÉR,5,Sárbogárd,1
4442,639,432,FEJÉR,5,Sárbogárd,2
4443,484,319,FEJÉR,5,Sárbogárd,3
4444,662,422,FEJÉR,5,Sárbogárd,4
4445,602,417,FEJÉR,5,Sárbogárd,5
4446,512,374,FEJÉR,5,Sárbogárd,6
4447,539,380,FEJÉR,5,Sárbogárd,7
4448,580,388,FEJÉR,5,Sárbogárd,8
4449,597,442,FEJÉR,5,Sárbogárd,9
4450,645,468,FEJÉR,5,Sárbogárd,10
4451,692,497,FEJÉR,5,Sárbogárd,11
4452,694,471,FEJÉR,5,Sárbogárd,12
4453,466,327,FEJÉR,5,Sárbogárd,13
4454,640,420,FEJÉR,5,Sárbogárd,14
4455,212,141,FEJÉR,5,Sárbogárd,15
4456,174,101,FEJÉR,5,Sárbogárd,16
4457,503,337,FEJÉR,5,Sárbogárd,17
4458,192,121,FEJÉR,5,Sárbogárd,18
4459,78,52,FEJÉR,5,Sárbogárd,19
4460,560,385,FEJÉR,5,Sáregres,1
4461,631,322,FEJÉR,5,Sárkeresztúr,1
4462,1039,515,FEJÉR,5,Sárkeresztúr,2
4463,1044,628,FEJÉR,5,Sárosd,1
4464,804,509,FEJÉR,5,Sárosd,2
4465,758,424,FEJÉR,5,Sárosd,3
4466,943,615,FEJÉR,5,Sárszentágota,1
4467,160,126,FEJÉR,5,Sárszentágota,2
4468,969,674,FEJÉR,5,Seregélyes,1
4469,1096,695,FEJÉR,5,Seregélyes,2
4470,859,561,FEJÉR,5,Seregélyes,3
4471,686,399,FEJÉR,5,Seregélyes,4
4472,739,466,FEJÉR,5,Soponya,1
4473,762,535,FEJÉR,5,Soponya,2
4474,1283,816,FEJÉR,5,Szabadegyháza,1
4475,489,276,FEJÉR,5,Szabadegyháza,2
4476,574,344,FEJÉR,5,Szabadhídvég,1
4477,69,45,FEJÉR,5,Szabadhídvég,2
4478,699,486,FEJÉR,5,Tác,1
4479,641,464,FEJÉR,5,Tác,2
4480,658,390,FEJÉR,5,Vajta,1
4481,537,320,FEJÉR,5,Daruszentmiklós,1
4482,454,262,FEJÉR,5,Daruszentmiklós,2
4483,972,709,GYŐR–MOSON–SOPRON,1,Győr,1
4484,1171,755,GYŐR–MOSON–SOPRON,1,Győr,2
4485,1014,712,GYŐR–MOSON–SOPRON,1,Győr,3
4486,1024,672,GYŐR–MOSON–SOPRON,1,Győr,4
4487,1187,761,GYŐR–MOSON–SOPRON,1,Győr,5
4488,958,766,GYŐR–MOSON–SOPRON,1,Győr,6
4489,901,653,GYŐR–MOSON–SOPRON,1,Győr,7
4490,624,374,GYŐR–MOSON–SOPRON,1,Győr,8
4491,790,571,GYŐR–MOSON–SOPRON,1,Győr,10
4492,849,442,GYŐR–MOSON–SOPRON,1,Győr,11
4493,1082,554,GYŐR–MOSON–SOPRON,1,Győr,12
4494,755,595,GYŐR–MOSON–SOPRON,1,Győr,13
4495,877,611,GYŐR–MOSON–SOPRON,1,Győr,14
4496,1010,786,GYŐR–MOSON–SOPRON,1,Győr,15
4497,850,639,GYŐR–MOSON–SOPRON,1,Győr,16
4498,927,686,GYŐR–MOSON–SOPRON,1,Győr,17
4499,806,667,GYŐR–MOSON–SOPRON,1,Győr,18
4500,774,627,GYŐR–MOSON–SOPRON,1,Győr,19
4501,712,577,GYŐR–MOSON–SOPRON,1,Győr,20
4502,1131,853,GYŐR–MOSON–SOPRON,1,Győr,21
4503,1102,896,GYŐR–MOSON–SOPRON,1,Győr,22
4504,1109,854,GYŐR–MOSON–SOPRON,1,Győr,23
4505,1195,910,GYŐR–MOSON–SOPRON,1,Győr,24
4506,1037,841,GYŐR–MOSON–SOPRON,1,Győr,25
4507,1165,922,GYŐR–MOSON–SOPRON,1,Győr,26
4508,1232,906,GYŐR–MOSON–SOPRON,1,Győr,27
4509,1129,887,GYŐR–MOSON–SOPRON,1,Győr,28
4510,1037,786,GYŐR–MOSON–SOPRON,1,Győr,29
4511,929,750,GYŐR–MOSON–SOPRON,1,Győr,30
4512,842,602,GYŐR–MOSON–SOPRON,1,Győr,31
4513,879,621,GYŐR–MOSON–SOPRON,1,Győr,32
4514,951,707,GYŐR–MOSON–SOPRON,1,Győr,33
4515,1057,732,GYŐR–MOSON–SOPRON,1,Győr,34
4516,1006,654,GYŐR–MOSON–SOPRON,1,Győr,35
4517,1051,701,GYŐR–MOSON–SOPRON,1,Győr,36
4518,1082,671,GYŐR–MOSON–SOPRON,1,Győr,37
4519,1005,590,GYŐR–MOSON–SOPRON,1,Győr,38
4520,1092,789,GYŐR–MOSON–SOPRON,1,Győr,39
4521,1194,822,GYŐR–MOSON–SOPRON,1,Győr,40
4522,958,702,GYŐR–MOSON–SOPRON,1,Győr,45
4523,933,633,GYŐR–MOSON–SOPRON,1,Győr,46
4524,982,673,GYŐR–MOSON–SOPRON,1,Győr,47
4525,1057,824,GYŐR–MOSON–SOPRON,1,Győr,52
4526,1125,786,GYŐR–MOSON–SOPRON,1,Győr,58
4527,1064,791,GYŐR–MOSON–SOPRON,1,Győr,59
4528,1039,729,GYŐR–MOSON–SOPRON,1,Győr,60
4529,939,729,GYŐR–MOSON–SOPRON,1,Győr,61
4530,1123,828,GYŐR–MOSON–SOPRON,1,Győr,62
4531,1010,684,GYŐR–MOSON–SOPRON,1,Győr,65
4532,978,719,GYŐR–MOSON–SOPRON,1,Győr,66
4533,1009,707,GYŐR–MOSON–SOPRON,1,Győr,67
4534,880,687,GYŐR–MOSON–SOPRON,1,Győr,68
4535,870,694,GYŐR–MOSON–SOPRON,1,Győr,69
4536,845,688,GYŐR–MOSON–SOPRON,1,Győr,70
4537,961,586,GYŐR–MOSON–SOPRON,1,Győr,71
4538,863,705,GYŐR–MOSON–SOPRON,1,Győr,75
4539,1146,734,GYŐR–MOSON–SOPRON,1,Győr,82
4540,1122,788,GYŐR–MOSON–SOPRON,1,Győr,83
4541,1126,784,GYŐR–MOSON–SOPRON,1,Győr,84
4542,1105,796,GYŐR–MOSON–SOPRON,1,Győr,85
4543,1106,841,GYŐR–MOSON–SOPRON,1,Győr,86
4544,1067,781,GYŐR–MOSON–SOPRON,1,Győr,87
4545,1228,946,GYŐR–MOSON–SOPRON,1,Győr,88
4546,693,543,GYŐR–MOSON–SOPRON,1,Kisbajcs,1
4547,758,600,GYŐR–MOSON–SOPRON,1,Nagybajcs,1
4548,146,107,GYŐR–MOSON–SOPRON,1,Vének,1
4549,123,100,GYŐR–MOSON–SOPRON,2,Bakonygyirót,1
4550,227,167,GYŐR–MOSON–SOPRON,2,Bakonypéterd,1
4551,798,532,GYŐR–MOSON–SOPRON,2,Bakonyszentlászló,1
4552,606,381,GYŐR–MOSON–SOPRON,2,Bakonyszentlászló,2
4553,785,528,GYŐR–MOSON–SOPRON,2,Bőny,1
4554,811,536,GYŐR–MOSON–SOPRON,2,Bőny,2
4555,183,125,GYŐR–MOSON–SOPRON,2,Bőny,3
4556,864,640,GYŐR–MOSON–SOPRON,2,Écs,1
4557,750,548,GYŐR–MOSON–SOPRON,2,Écs,2
4558,720,524,GYŐR–MOSON–SOPRON,2,Felpéc,1
4559,91,71,GYŐR–MOSON–SOPRON,2,Fenyőfő,1
4560,844,580,GYŐR–MOSON–SOPRON,2,Gönyű,1
4561,865,600,GYŐR–MOSON–SOPRON,2,Gönyű,2
4562,795,502,GYŐR–MOSON–SOPRON,2,Gönyű,3
4563,970,650,GYŐR–MOSON–SOPRON,2,Gyömöre,1
4564,886,603,GYŐR–MOSON–SOPRON,2,Győr,41
4565,1038,716,GYŐR–MOSON–SOPRON,2,Győr,42
4566,1011,645,GYŐR–MOSON–SOPRON,2,Győr,43
4567,933,659,GYŐR–MOSON–SOPRON,2,Győr,44
4568,913,655,GYŐR–MOSON–SOPRON,2,Győr,48
4569,903,603,GYŐR–MOSON–SOPRON,2,Győr,49
4570,880,599,GYŐR–MOSON–SOPRON,2,Győr,50
4571,890,626,GYŐR–MOSON–SOPRON,2,Győr,51
4572,830,627,GYŐR–MOSON–SOPRON,2,Győr,53
4573,1073,791,GYŐR–MOSON–SOPRON,2,Győr,54
4574,1092,666,GYŐR–MOSON–SOPRON,2,Győr,55
4575,1016,704,GYŐR–MOSON–SOPRON,2,Győr,56
4576,977,678,GYŐR–MOSON–SOPRON,2,Győr,57
4577,1058,772,GYŐR–MOSON–SOPRON,2,Győr,63
4578,1123,851,GYŐR–MOSON–SOPRON,2,Győr,64
4579,1082,724,GYŐR–MOSON–SOPRON,2,Győr,72
4580,1073,720,GYŐR–MOSON–SOPRON,2,Győr,73
4581,990,716,GYŐR–MOSON–SOPRON,2,Győr,74
4582,965,741,GYŐR–MOSON–SOPRON,2,Győr,76
4583,1123,877,GYŐR–MOSON–SOPRON,2,Győr,77
4584,872,682,GYŐR–MOSON–SOPRON,2,Győr,78
4585,1000,770,GYŐR–MOSON–SOPRON,2,Győr,79
4586,1086,883,GYŐR–MOSON–SOPRON,2,Győr,80
4587,974,795,GYŐR–MOSON–SOPRON,2,Győr,81
4588,1052,779,GYŐR–MOSON–SOPRON,2,Győr,89
4589,1169,911,GYŐR–MOSON–SOPRON,2,Győr,90
4590,1202,946,GYŐR–MOSON–SOPRON,2,Győr,91
4591,1005,773,GYŐR–MOSON–SOPRON,2,Győr,92
4592,1103,883,GYŐR–MOSON–SOPRON,2,Győr,93
4593,1249,950,GYŐR–MOSON–SOPRON,2,Győr,94
4594,1068,821,GYŐR–MOSON–SOPRON,2,Győr,95
4595,1195,906,GYŐR–MOSON–SOPRON,2,Győr,96
4596,431,296,GYŐR–MOSON–SOPRON,2,Győrasszonyfa,1
4597,1162,840,GYŐR–MOSON–SOPRON,2,Győrság,1
4598,1208,947,GYŐR–MOSON–SOPRON,2,Győrújbarát,1
4599,1599,1265,GYŐR–MOSON–SOPRON,2,Győrújbarát,2
4600,1120,920,GYŐR–MOSON–SOPRON,2,Győrújbarát,3
4601,1198,938,GYŐR–MOSON–SOPRON,2,Győrújbarát,4
4602,1029,712,GYŐR–MOSON–SOPRON,2,Kajárpéc,1
4603,448,291,GYŐR–MOSON–SOPRON,2,Lázi,1
4604,758,509,GYŐR–MOSON–SOPRON,2,Mezőörs,1
4605,629,435,GYŐR–MOSON–SOPRON,2,Nagyszentjános,1
4606,834,529,GYŐR–MOSON–SOPRON,2,Nagyszentjános,2
4607,352,288,GYŐR–MOSON–SOPRON,2,Nyalka,1
4608,887,686,GYŐR–MOSON–SOPRON,2,Nyúl,1
4609,958,699,GYŐR–MOSON–SOPRON,2,Nyúl,2
4610,1112,817,GYŐR–MOSON–SOPRON,2,Nyúl,3
4611,470,344,GYŐR–MOSON–SOPRON,2,Nyúl,4
4612,1021,657,GYŐR–MOSON–SOPRON,2,Pannonhalma,1
4613,712,498,GYŐR–MOSON–SOPRON,2,Pannonhalma,2
4614,804,576,GYŐR–MOSON–SOPRON,2,Pannonhalma,3
4615,185,151,GYŐR–MOSON–SOPRON,2,Pannonhalma,4
4616,824,555,GYŐR–MOSON–SOPRON,2,Pázmándfalu,1
4617,836,587,GYŐR–MOSON–SOPRON,2,Pér,1
4618,916,638,GYŐR–MOSON–SOPRON,2,Pér,2
4619,270,189,GYŐR–MOSON–SOPRON,2,Pér,3
4620,1017,719,GYŐR–MOSON–SOPRON,2,Ravazd,1
4621,448,314,GYŐR–MOSON–SOPRON,2,Rétalap,1
4622,247,169,GYŐR–MOSON–SOPRON,2,Románd,1
4623,260,191,GYŐR–MOSON–SOPRON,2,Sikátor,1
4624,929,671,GYŐR–MOSON–SOPRON,2,Sokorópátka,1
4625,649,420,GYŐR–MOSON–SOPRON,2,Szerecseny,1
4626,332,251,GYŐR–MOSON–SOPRON,2,Tarjánpuszta,1
4627,569,419,GYŐR–MOSON–SOPRON,2,Táp,1
4628,726,512,GYŐR–MOSON–SOPRON,2,Tápszentmiklós,1
4629,1249,886,GYŐR–MOSON–SOPRON,2,Tényő,1
4630,826,557,GYŐR–MOSON–SOPRON,2,Töltéstava,1
4631,771,581,GYŐR–MOSON–SOPRON,2,Töltéstava,2
4632,823,586,GYŐR–MOSON–SOPRON,2,Veszprémvarsány,1
4633,382,321,GYŐR–MOSON–SOPRON,3,Acsalag,1
4634,727,561,GYŐR–MOSON–SOPRON,3,Agyagosszergény,1
4635,207,163,GYŐR–MOSON–SOPRON,3,Árpás,1
4636,936,682,GYŐR–MOSON–SOPRON,3,Babót,1
4637,602,418,GYŐR–MOSON–SOPRON,3,Barbacs,1
4638,545,416,GYŐR–MOSON–SOPRON,3,Bágyogszovát,1
4639,528,370,GYŐR–MOSON–SOPRON,3,Bágyogszovát,2
4640,936,700,GYŐR–MOSON–SOPRON,3,Beled,1
4641,932,696,GYŐR–MOSON–SOPRON,3,Beled,2
4642,259,187,GYŐR–MOSON–SOPRON,3,Beled,3
4643,393,293,GYŐR–MOSON–SOPRON,3,Bezi,1
4644,256,192,GYŐR–MOSON–SOPRON,3,Bodonhely,1
4645,513,381,GYŐR–MOSON–SOPRON,3,Bogyoszló,1
4646,874,615,GYŐR–MOSON–SOPRON,3,Bősárkány,1
4647,843,596,GYŐR–MOSON–SOPRON,3,Bősárkány,2
4648,436,309,GYŐR–MOSON–SOPRON,3,Cirák,1
4649,431,310,GYŐR–MOSON–SOPRON,3,Csapod,1
4650,170,135,GYŐR–MOSON–SOPRON,3,Csáfordjánosfa,1
4651,30,26,GYŐR–MOSON–SOPRON,3,Csér,1
4652,395,275,GYŐR–MOSON–SOPRON,3,Csikvánd,1
4653,1094,839,GYŐR–MOSON–SOPRON,3,Csorna,1
4654,1045,826,GYŐR–MOSON–SOPRON,3,Csorna,2
4655,1010,743,GYŐR–MOSON–SOPRON,3,Csorna,3
4656,985,776,GYŐR–MOSON–SOPRON,3,Csorna,4
4657,1024,794,GYŐR–MOSON–SOPRON,3,Csorna,5
4658,966,733,GYŐR–MOSON–SOPRON,3,Csorna,6
4659,967,723,GYŐR–MOSON–SOPRON,3,Csorna,7
4660,1070,781,GYŐR–MOSON–SOPRON,3,Csorna,8
4661,323,226,GYŐR–MOSON–SOPRON,3,Dénesfa,1
4662,486,362,GYŐR–MOSON–SOPRON,3,Dör,1
4663,99,80,GYŐR–MOSON–SOPRON,3,Edve,1
4664,441,319,GYŐR–MOSON–SOPRON,3,Egyed,1
4665,1397,992,GYŐR–MOSON–SOPRON,3,Enese,1
4666,755,588,GYŐR–MOSON–SOPRON,3,Farád,1
4667,792,580,GYŐR–MOSON–SOPRON,3,Farád,2
4668,374,270,GYŐR–MOSON–SOPRON,3,Fehértó,1
4669,497,392,GYŐR–MOSON–SOPRON,3,Fertőendréd,1
4670,1084,796,GYŐR–MOSON–SOPRON,3,Gyarmat,1
4671,325,225,GYŐR–MOSON–SOPRON,3,Gyóró,1
4672,635,385,GYŐR–MOSON–SOPRON,3,Győrsövényház,1
4673,765,442,GYŐR–MOSON–SOPRON,3,Győrszemere,1
4674,804,475,GYŐR–MOSON–SOPRON,3,Győrszemere,2
4675,937,658,GYŐR–MOSON–SOPRON,3,Győrszemere,3
4676,552,400,GYŐR–MOSON–SOPRON,3,Himod,1
4677,249,205,GYŐR–MOSON–SOPRON,3,Hövej,1
4678,769,559,GYŐR–MOSON–SOPRON,3,Ikrény,1
4679,662,521,GYŐR–MOSON–SOPRON,3,Ikrény,2
4680,991,614,GYŐR–MOSON–SOPRON,3,Iván,1
4681,466,299,GYŐR–MOSON–SOPRON,3,Jobaháza,1
4682,143,99,GYŐR–MOSON–SOPRON,3,Kapuvár,1
4683,1111,850,GYŐR–MOSON–SOPRON,3,Kapuvár,2
4684,1006,755,GYŐR–MOSON–SOPRON,3,Kapuvár,3
4685,964,748,GYŐR–MOSON–SOPRON,3,Kapuvár,4
4686,1012,770,GYŐR–MOSON–SOPRON,3,Kapuvár,5
4687,1094,769,GYŐR–MOSON–SOPRON,3,Kapuvár,6
4688,981,749,GYŐR–MOSON–SOPRON,3,Kapuvár,7
4689,1023,795,GYŐR–MOSON–SOPRON,3,Kapuvár,8
4690,874,653,GYŐR–MOSON–SOPRON,3,Kapuvár,9
4691,187,149,GYŐR–MOSON–SOPRON,3,Kisbabot,1
4692,615,488,GYŐR–MOSON–SOPRON,3,Kisfalud,1
4693,823,574,GYŐR–MOSON–SOPRON,3,Koroncó,1
